City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
132,Montepuez,MZ,2022-05-15 20:34:22,-13.1256,38.9997,68.54000000000002,67,100,1.8
133,Ariquemes,BR,2022-05-15 20:34:22,-9.9133,-63.0408,78.60200000000003,93,100,1.64
134,Axim,GH,2022-05-15 20:34:23,4.8699,-2.2405,80.52800000000008,84,37,3.41
135,Dickson,US,2022-05-15 20:30:00,36.077,-87.3878,87.54799999999994,44,75,0.45
136,Arraial Do Cabo,BR,2022-05-15 20:34:24,-22.9661,-42.0278,76.85599999999994,73,75,3.6
137,Hami,CN,2022-05-15 20:34:25,42.8,93.45,65.60599999999994,8,70,3.67
138,Kimbe,PG,2022-05-15 20:35:25,-5.5502,150.1429,77.14400000000006,91,100,1.42
139,Lahat,ID,2022-05-15 20:35:26,-3.8,103.5333,72.51800000000009,96,55,1.32
140,Bulgan,MN,2022-05-15 20:35:27,48.8125,103.5347,49.38799999999998,28,73,2.95
141,Portland,US,2022-05-15 20:33:46,45.5234,-122.6762,66.43399999999991,89,100,2.57
142,Bilibino,RU,2022-05-15 20:35:28,68.0546,166.4372,27.51800000000003,89,83,1.94
143,Tautira,PF,2022-05-15 20:35:29,-17.7333,-149.15,80.4919999999999,75,57,6.61
144,Saskylakh,RU,2022-05-15 20:35:29,71.9167,114.0833,33.36800000000005,100,100,2.13
145,Talnakh,RU,2022-05-15 20:35:30,69.4865,88.3972,35.38399999999996,95,100,4.66
146,Tapes,BR,2022-05-15 20:35:31,-30.6733,-51.3958,59.43199999999996,89,100,6.31
147,Hobart,AU,2022-05-15 20:35:32,-42.8794,147.3294,48.25400000000002,84,34,3.73
148,Lahaina,US,2022-05-15 20:35:32,20.8783,-156.6825,84.19999999999999,69,16,2.88
149,Dunmore Town,BS,2022-05-15 20:35:33,25.5,-76.65,80.04199999999997,66,0,0.5
150,Novorzhev,RU,2022-05-15 20:35:34,57.0294,29.3338,40.136000000000024,88,11,2.72
151,Vardo,NO,2022-05-15 20:35:34,70.3705,31.1107,39.18199999999996,81,100,4.63
152,Butaritari,KI,2022-05-15 20:35:35,3.0707,172.7902,80.88799999999998,77,6,5.09
153,Sao Filipe,CV,2022-05-15 20:35:36,14.8961,-24.4956,75.90199999999999,71,10,3.14
154,Bull Savanna,JM,2022-05-15 20:35:36,17.8868,-77.5902,81.608,65,93,6.39
155,Norman Wells,CA,2022-05-15 20:35:37,65.282,-126.8329,50.036,53,75,7.2
156,Chara,RU,2022-05-15 20:35:38,56.9064,118.2631,38.210000000000036,87,100,3.17
157,Katsuura,JP,2022-05-15 20:35:38,35.1333,140.3,60.81800000000004,94,100,2.55
158,Olafsvik,IS,2022-05-15 20:35:39,64.8945,-23.7142,47.49799999999999,92,99,7.25
159,Tuktoyaktuk,CA,2022-05-15 20:35:40,69.4541,-133.0374,37.39999999999998,75,75,6.17
160,Margate,GB,2022-05-15 20:35:40,51.3813,1.3862,60.69199999999995,73,93,1.34
161,Russell,US,2022-05-15 20:35:41,32.3502,-85.1999,87.40400000000005,45,0,0.0
162,Nakhon Thai,TH,2022-05-15 20:35:42,17.1006,100.8374,77.738,89,99,0.34
163,Chuy,UY,2022-05-15 20:35:42,-33.6971,-53.4616,54.26600000000002,58,17,3.15
164,Auki,SB,2022-05-15 20:35:43,-8.7676,160.7034,80.27600000000001,78,27,0.48
165,Gualeguay,AR,2022-05-15 20:35:44,-33.1416,-59.3097,53.420000000000016,36,0,3.48
166,Tual,ID,2022-05-15 20:35:44,-5.6667,132.75,82.238,75,100,4.03
167,Iskateley,RU,2022-05-15 20:35:45,67.6803,53.1512,35.69,91,100,5.86
168,Cape Town,ZA,2022-05-15 20:32:02,-33.9258,18.4232,59.108000000000004,92,0,1.54
169,Emerald,AU,2022-05-15 20:35:46,-23.5333,148.1667,64.34600000000006,94,0,2.37
170,Tessalit,ML,2022-05-15 20:35:47,20.1986,1.0114,91.382,8,2,3.61
171,Te Anau,NZ,2022-05-15 20:35:47,-45.4167,167.7167,45.049999999999955,81,12,0.33
172,Hamilton,US,2022-05-15 20:35:18,39.1834,-84.5333,87.62000000000006,36,0,1.54
173,Havelock,US,2022-05-15 20:35:49,34.8791,-76.9013,82.39999999999992,74,0,5.66
174,Cabedelo,BR,2022-05-15 20:35:49,-6.9811,-34.8339,79.46599999999995,85,95,4.19
175,Nenjiang,CN,2022-05-15 20:35:50,49.1833,125.2167,40.24400000000003,41,31,2.3
176,Palu,ID,2022-05-15 20:35:50,-0.8917,119.8707,75.488,95,11,0.97
177,Richards Bay,ZA,2022-05-15 20:35:51,-28.783,32.0377,65.57,87,7,0.88
178,Mandalgovi,MN,2022-05-15 20:35:52,45.7625,106.2708,48.81200000000001,26,97,1.67
179,Ekhabi,RU,2022-05-15 20:35:52,53.5102,142.9671,32.66599999999994,96,79,4.56
180,Foumban,CM,2022-05-15 20:35:53,5.7291,10.9001,67.406,83,67,0.95
181,Goderich,CA,2022-05-15 20:35:54,43.7501,-81.7165,73.72399999999999,56,100,2.06
182,Clyde River,CA,2022-05-15 20:35:55,70.4692,-68.5914,28.633999999999958,80,75,5.14
183,Lebu,CL,2022-05-15 20:35:56,-37.6167,-73.65,56.80400000000003,58,100,1.83
184,Pyapon,MM,2022-05-15 20:36:56,16.2833,95.6833,81.58999999999997,83,45,1.9
185,Codrington,AU,2022-05-15 20:36:57,-38.2667,141.9667,52.52000000000004,75,100,6.9
186,Arona,ES,2022-05-15 20:36:58,28.0996,-16.681,63.122000000000014,71,20,3.6
187,Saint-Georges,GD,2022-05-15 20:36:59,12.0564,-61.7485,87.47600000000006,66,20,9.26
188,Yaan,NG,2022-05-15 20:36:59,7.3833,8.5667,81.75200000000001,71,63,3.33
189,Bengkulu,ID,2022-05-15 20:37:00,-3.8004,102.2655,75.95599999999996,90,94,0.98
190,Buenaventura,CO,2022-05-15 20:37:01,3.8801,-77.0312,81.64400000000006,86,79,2.21
191,Merke,KZ,2022-05-15 20:37:01,42.8728,73.1786,55.95799999999991,64,0,3.15
192,Okha,RU,2022-05-15 20:32:09,53.5739,142.9478,32.79199999999997,96,78,4.31
193,Leshukonskoye,RU,2022-05-15 20:37:02,64.8989,45.7622,40.49599999999998,86,100,3.43
194,Tall Kayf,TR,2022-05-15 20:37:03,37.0833,41.0667,61.141999999999996,75,36,9.58
195,Dwarka,IN,2022-05-15 20:37:04,22.2394,68.9678,83.10200000000003,77,0,9.04
196,Linhares,BR,2022-05-15 20:37:04,-19.3911,-40.0722,74.30000000000001,69,98,2.58
197,Zemio,CF,2022-05-15 20:37:05,5.0314,25.1361,70.62799999999999,93,44,0.24
198,Laguna,US,2022-05-15 20:37:06,38.421,-121.4238,92.74999999999994,36,0,4.63
199,San-Pedro,CI,2022-05-15 20:37:06,4.7485,-6.6363,78.99799999999999,88,87,2.62
200,Fortuna,US,2022-05-15 20:37:07,40.5982,-124.1573,62.92399999999992,86,75,5.66
201,Kahului,US,2022-05-15 20:33:17,20.8947,-156.47,84.21800000000002,48,20,6.69
202,Manokwari,ID,2022-05-15 20:37:08,-0.8667,134.0833,78.7100000000001,79,99,2.83
203,Kingman,US,2022-05-15 20:37:09,35.1894,-114.053,97.12399999999997,2,0,7.72
204,Esperance,AU,2022-05-15 20:37:09,-33.8667,121.9,49.83800000000002,75,99,1.44
205,Nikolskoye,RU,2022-05-15 20:37:10,59.7035,30.7861,44.77999999999997,89,53,2.95
206,Poum,NC,2022-05-15 20:37:11,-20.2333,164.0167,76.80200000000008,71,34,6.7
207,Kodiak,US,2022-05-15 20:37:12,57.79,-152.4072,53.113999999999976,37,100,3.09
208,Vestmannaeyjar,IS,2022-05-15 20:37:13,63.4427,-20.2734,49.262,89,100,9.82
209,Alvdal,NO,2022-05-15 20:37:14,62.1077,10.6307,34.339999999999975,86,47,3.07
210,Sorong,ID,2022-05-15 20:37:15,-0.8833,131.25,77.98999999999995,87,88,3.42
211,Narsaq,GL,2022-05-15 20:37:16,60.9167,-46.05,44.815999999999974,66,33,1.89
212,Liepaja,LV,2022-05-15 20:34:52,56.5419,21.0367,39.18199999999996,87,0,0.0
213,Sioux Lookout,CA,2022-05-15 20:37:17,50.1001,-91.917,48.27199999999999,71,100,5.14
214,Caravelas,BR,2022-05-15 20:37:17,-17.7125,-39.2481,75.73999999999995,69,96,2.62
215,Touros,BR,2022-05-15 20:37:18,-5.1989,-35.4608,79.286,83,35,4.06
216,Menongue,AO,2022-05-15 20:37:19,-14.6585,17.691,61.214,53,69,1.88
217,Litovko,RU,2022-05-15 20:37:19,49.2361,135.1742,44.85200000000003,70,18,4.94
218,Mount Isa,AU,2022-05-15 20:37:20,-20.7333,139.5,58.76600000000002,77,0,1.03
219,Sterling,US,2022-05-15 20:37:21,39.0062,-77.4286,84.93800000000005,62,75,4.63
220,East London,ZA,2022-05-15 20:37:21,-33.0153,27.9116,62.762,85,0,4.1
221,Ponnani,IN,2022-05-15 20:37:26,10.767,75.9252,76.31599999999997,91,100,3.71
222,Show Low,US,2022-05-15 20:37:27,34.2542,-110.0298,87.07999999999998,4,0,6.17
223,Quatre Cocos,MU,2022-05-15 20:37:28,-20.2078,57.7625,73.50799999999998,80,25,3.24
224,Pevek,RU,2022-05-15 20:36:50,69.7008,170.3133,21.668000000000063,86,100,2.28
225,Gubkinskiy,RU,2022-05-15 20:37:29,64.434,76.5026,51.27800000000002,74,100,4.37
226,Severo-Yeniseyskiy,RU,2022-05-15 20:37:30,60.3725,93.0408,49.27999999999997,73,99,1.98
227,Tynda,RU,2022-05-15 20:38:30,55.1667,124.7167,31.352000000000032,74,89,1.26
228,Deputatskiy,RU,2022-05-15 20:38:31,69.3,139.9,15.241999999999962,94,100,3.02
229,Mayo,US,2022-05-15 20:38:32,38.8876,-76.5119,84.12799999999999,79,40,3.09
230,Charters Towers,AU,2022-05-15 20:38:32,-20.1,146.2667,66.56,73,0,2.45
231,Yinchuan,CN,2022-05-15 20:38:33,38.4681,106.2731,57.43399999999991,9,0,3.4
232,San Cristobal,VE,2022-05-15 20:38:34,7.7669,-72.225,80.78000000000003,61,100,2.43
233,Avarua,CK,2022-05-15 20:38:34,-21.2078,-159.775,80.65400000000005,61,75,1.03
234,Ashti,IN,2022-05-15 20:38:35,19.3833,76.2333,91.04000000000002,23,16,5.67
